id,q,cat,level,exp,ans,rep,nr,T,P,E,W,S,F,C,사후 답변율,사후 하한(10%),사후 상한(90%),P(평균 미만)
785,무리에 자연스럽게 섞이는 것과 확실히 돋보이는 것 중 뭐가 더 편한가요?,가치관,1,5,3,1,1,0,0,1,1,1,c,0,0.615186211673747,0.5233389703977215,0.6994977080769136,0.051140688353380065
3,"비 올 때 듣고 싶은 노래가 있다면, 어떤 노래인가요?",취향,2,4,3,1,0,0,1,1,1,1,p,0,0.6043650694271087,0.49940256159518887,0.7005173898604169,0.09610385340528743
52,오늘 나를 웃게 만든 장면은 무엇인가요?,감정,1,4,2,1,1,2,1,1,1,1,r,0,0.5327154977421099,0.4145887768299777,0.6472848932891522,0.35222009669495685
77,내가 가장 예민하게 반응하는 포인트는 무엇인가요?,감정,2,4,3,1,0,0,0,2,2,2,t,0,0.6043350729338416,0.5015675389426753,0.6986446280370509,0.09157052011139949
79,행복의 기준이 있다면 무엇인가요?,감정,2,4,2,1,1,0,1,3,1,1,d,0,0.45516044448567927,0.33673937282778105,0.5788796670099559,0.6690986382068755
91,내 성격 중 가장 소중히 여기는 모습은 무엇인가요?,감정,2,4,3,1,0,0,0,2,1,2,t,0,0.5696399213729664,0.4690855552110826,0.664760161078037,0.17871211486915856
123,"건강을 위해 매일 챙겨 먹는 게 있다면, 어떤 건가요?",루틴,2,4,3,1,0,0,2,1,1,1,t,0,0.3915339257661721,0.2947797033214808,0.4976360031447476,0.8997967033867508
206,사람들에게 어떤 부분에서 인정받고 싶나요?,관계,2,4,3,1,0,0,0,2,2,2,t,0,0.4596482379517194,0.3527163339976819,0.5704292761540035,0.6689833563932029
215,사랑하는 사람과 매일 하고 싶은 사소한 일은 무엇인가요?,사랑,1,4,3,1,0,0,0,1,1,1,p,0,0.7199127526315654,0.6223007216285805,0.8003898358667718,0.002988541823720244
313,이동하는 시간에 나는 주로 무슨 생각을 하나요?,취향,2,4,3,1,0,0,0,1,1,1,t,0,0.5640027989574143,0.46996007867789696,0.653656597081867,0.18223580432035896
322,좋아하는 계절과 시간대는 언제인가요?,취향,2,4,3,1,0,0,0,1,1,1,p,0,0.6003194119738114,0.49999930696213607,0.6928750707786842,0.09464859368425549
349,"울컥하거나 감정이 터질 뻔한 순간, 어떻게 넘겼나요?",감정,2,4,2,1,1,0,2,2,3,3,r,0,0.378562923057354,0.26378423063207274,0.5087708653315661,0.8796140230016367
394,다른 사람의 감정에 얼마나 예민하게 반응하는 편인가요?,감정,2,4,3,1,0,0,0,1,1,1,t,0,0.6495977899169717,0.5581133512073304,0.7312619759301802,0.01811435187556205
395,화가 나면 어떻게 표현하나요?,감정,1,4,3,1,0,0,0,1,2,2,t,0,0.6814945913969654,0.5879566014156545,0.7623801628520861,0.007394808733314449
439,좋아하는 운동은 어떤 운동인가요?,루틴,1,4,2,1,1,0,1,1,1,1,p,0,0.6311906302044167,0.522053694081385,0.728373104387656,0.05918247949038777
452,공부하다 잠깐 쉴 때 주로 뭘 하나요?,루틴,2,4,3,1,0,0,2,1,1,1,t,0,0.39153392526954106,0.2947797026503621,0.49763600290952076,0.8997967038785968
463,공간이 깨끗해지면 마음도 달라지나요?,루틴,2,4,2,1,1,0,0,1,1,1,t,0,0.5571233415596384,0.4553780153103746,0.6542909860437182,0.2263208990134964
464,"운동할 때 꼭 듣는 음악이 있다면, 어떤 건가요?",루틴,2,4,3,1,0,0,2,1,1,1,p,0,0.4276277390561279,0.3212250643892096,0.5411751722442281,0.7854095937242835
574,남의 시선을 얼마나 의식하나요?,가치관,1,4,2,1,1,0,0,1,1,1,t,0,0.6561841426149265,0.5709876854432976,0.7323911753438074,0.009820794373582787
649,어떻게 죽게 될지에 대한 나만의 예감이 있나요?,가치관,2,4,3,1,0,0,1,2,3,2,h,0,0.6274989612815056,0.5028236965487186,0.7372471784714559,0.0909799929403659
673,아파도 감정을 그대로 느끼는 것과 부정적인 감정을 안 느끼는 것 중 뭐가 더 좋나요?,감정,2,4,3,1,0,0,0,2,2,1,c,0,0.5883635772108932,0.4839151746927125,0.685415110945476,0.13222894292338933
705,"10억을 준다면, 절친을 배신하는 것과 의리를 지키는 것 중 뭐가 더 끌리나요?",관계,2,4,3,1,0,0,0,1,2,1,c,0,0.4929117262312909,0.3845271717899114,0.6019666753178397,0.5213805171009348
740,쉽게 용서하는 사람과 서운함을 같이 풀어가는 사람 중 누가 더 편한가요?,사랑,2,4,3,1,0,0,0,1,1,1,c,0,0.6113097188077968,0.503692267342386,0.7090701858541588,0.08792187527691608
750,바빠서 지치는 것과 한가해서 지치는 것 중 뭐가 더 버거운가요?,가치관,1,4,3,1,0,0,0,1,1,1,c,0,0.6151862116751302,0.5233389704013273,0.6994977080763316,0.05114068834735526
770,가장 인기 있는 사람과 가장 똑똑한 사람 중 누가 더 되고 싶나요?,가치관,1,4,2,1,1,0,0,1,1,1,c,0,0.6081130588775894,0.5151792269908854,0.6938199788369098,0.06418673236395467
822,내 무의식을 다 아는 것과 미스터리로 남겨두는 것 중 뭐가 더 끌리나요?,가치관,2,4,3,1,0,0,0,2,1,1,c,0,0.5333296464587475,0.4364054869782292,0.627801419672619,0.3184506145300394
867,완전한 자유와 무조건적인 권력 중 뭐가 더 갖고 싶나요?,가치관,2,4,3,1,0,0,0,1,1,1,c,0,0.5825353998654889,0.488058948718341,0.6713183251134934,0.12423725152356474
6,가장 좋아하는 과일은 무엇인가요?,취향,2,3,2,1,0,0,0,1,1,1,p,0,0.592880543374458,0.4915930209830108,0.6868435559255953,0.11367490975662053
32,"오래된 물건 중 버리지 못하는 게 있다면, 어떤 물건인가요?",취향,2,3,1,1,1,0,1,1,1,1,p,0,0.5893558279082655,0.48249498072940955,0.6884010824024464,0.13506183397712296
69,"최근에 용기를 냈던 경험이 있다면, 어떤 순간이었나요?",감정,2,3,2,1,0,1,2,2,2,2,r,0,0.35585374107128287,0.24785869170640445,0.480822766106792,0.9261230127131418
112,집중력이 필요할 때 찾는 장소는 어디인가요?,루틴,2,3,2,1,0,0,0,1,1,1,t,0,0.5571233415003022,0.4553780151298829,0.654290986099542,0.226320899510142
169,다른 사람의 고민을 잘 들어주는 편인가요?,관계,2,3,1,1,1,0,0,1,1,1,t,0,0.4885810613694242,0.3858124798177494,0.5923240975336092,0.5435966026293433
200,내가 꿈꾸는 이상적인 관계는 어떤 모습인가요?,관계,2,3,2,1,0,0,0,2,1,1,h,0,0.4522861131906424,0.33739777763830087,0.5724945342968222,0.6848569880965744
256,돈을 쓸 때 가장 아깝지 않은 곳은 어디인가요?,가치관,2,3,0,1,2,0,0,1,1,1,t,0,0.6099907398133154,0.518765800439095,0.6941191766733075,0.0577246424027895
275,내가 생각하는 행복은 어떤 상태인가요?,가치관,2,3,1,1,1,0,0,3,1,1,d,0,0.419841151515044,0.3118514384096684,0.536093808752769,0.80471540862126
359,요즘 나를 든든하게 지탱해주는 감정은 무엇인가요?,감정,2,3,2,1,0,1,0,2,1,1,t,0,0.5733314154148523,0.4614023975749667,0.6782215920682719,0.19235569305319528
370,"오늘 아침, 눈을 떴을 때 가장 먼저 든 기분은 무엇인가요?",감정,2,3,2,1,0,2,0,1,1,1,r,0,0.4939236651159854,0.3804252786489451,0.6080518162660915,0.5159316075301174
380,하나의 감정을 더 이상 느끼지 않을 수 있다면 무엇을 고르고 싶나요?,감정,2,3,2,1,0,0,0,2,2,1,h,0,0.6343275407949419,0.5203870962772174,0.7349845293053783,0.06283661480407454
383,내 모습을 숨김없이 다 보여준다면 어떤 일이 벌어질 것 같나요?,감정,2,3,1,1,1,0,0,3,2,3,h,0,0.5078022090079557,0.3775048655087796,0.6370481576946888,0.46054325632445003
384,"나도 이해 안 되는 내 모습이 있다면, 어떤 모습인가요?",감정,2,3,1,1,1,0,1,2,2,2,t,0,0.5935493164079324,0.48435968155535425,0.6942144960526108,0.12956004665871873
387,싫어하는 것이 나에게 주는 의외의 이점이 있을까요?,감정,2,3,2,1,0,0,0,3,1,1,d,0,0.45092763868748964,0.33657506630453093,0.5707098215618726,0.6906596291539538
401,슬픈 영화나 노래를 일부러 찾아보며 감정을 쏟아내고 싶었던 적이 있나요?,감정,2,3,2,1,0,0,2,1,2,2,r,0,0.42596134058806784,0.3187028554344643,0.5406707090769458,0.7885279400049824
417,"최근에 시작한 일 중 루틴에 넣고 싶은 일이 있다면, 어떤 건가요?",루틴,2,3,2,1,0,1,2,1,1,1,r,0,0.3191750693585897,0.2200426618030137,0.43789411730615524,0.9704118035487382
424,딱 5분만 투자해서 매일 하고 싶은 작은 습관은 무엇인가요?,루틴,2,3,1,1,1,0,0,1,1,1,p,0,0.5865198643504786,0.47789716725209336,0.6873293357542961,0.14648500941599651
467,운동할 때 혼자하는 것과 같이 하는 것 중 무엇이 더 좋은가요?,루틴,2,3,1,1,1,0,2,1,1,1,c,0,0.321530976048203,0.23159195251418577,0.4269891698444413,0.9815374612050908
597,재능과 노력 중 무엇이 더 중요하다고 생각하나요?,가치관,2,3,0,1,2,0,0,1,1,1,c,0,0.5579650476280071,0.460768261193651,0.6509152957471737,0.21259330916430796
598,"좋은 의도의 나쁜 결과와 나쁜 의도의 좋은 결과, 뭐가 더 나쁜가요?",가치관,2,3,1,1,1,0,0,3,1,1,c,0,0.46338667878590595,0.36207985183761127,0.5678087724611233,0.6620138765769003
606,"내가 생각하는 나와 남이 보는 나, 뭐가 다른가요?",가치관,2,3,2,1,0,0,0,2,1,2,t,0,0.5411787154784216,0.4446135708550519,0.6347469925143223,0.2814452075766355
610,"가장 최근에 생각이 바뀐 주제가 있다면, 어떤 건가요?",가치관,2,3,2,1,0,1,1,2,1,1,r,0,0.5131527450462885,0.3960835450512404,0.6287964307012539,0.43297986674909933
625,"예전이라면 크게 흔들렸을 상황에서, 의외로 덤덤해진 나를 발견한 순간이 있었나요?",가치관,2,3,2,1,0,0,2,3,2,2,r,0,0.31237977421461705,0.2204546330146265,0.42189109111310924,0.9824268457734417
645,"성장했다고 느낀 순간이 있다면, 어떤 때였나요?",가치관,2,3,2,1,0,0,1,2,1,1,r,0,0.535774683254523,0.43079221446556076,0.6376795910741951,0.32085079650396076
677,평생 남을 후회와 한순간의 창피함 중 뭐가 더 두렵나요?,감정,2,3,2,1,0,0,0,1,2,1,c,0,0.6292797138402346,0.528080661898717,0.7202727783297552,0.04868235539131394
687,잠들지 못하는 것과 깨지 못하는 것 중 뭐가 더 두렵나요?,루틴,2,3,2,1,0,0,0,1,2,1,c,0,0.5420825380103375,0.43328153999370744,0.647012633422339,0.30030821353389836
718,친구의 착각을 바로잡는 것과 관계를 위해 그냥 두는 것 중 뭐가 더 맞나요?,관계,1,3,2,1,0,0,0,1,1,1,c,0,0.48136731535604405,0.37699005250633705,0.5873965416940268,0.5768522757463446
721,빠른 답장과 느려도 정성 담긴 답장 중 뭐가 더 좋은가요?,사랑,1,3,2,1,0,0,0,1,1,1,c,0,0.636754686840166,0.5312800177959386,0.7305329985836073,0.046592242773436945
738,한 사람에게 깊이 이해받는 것과 여럿에게 사랑받는 것 중 뭐가 더 끌리나요?,사랑,2,3,2,1,0,0,0,1,1,1,c,0,0.6041260980445947,0.49553517693091104,0.7033359282615216,0.10413555878261949
744,매번 늦는 사람과 재촉하는 사람 중 누가 더 미운가요?,가치관,1,3,2,1,0,0,0,1,1,1,c,0,0.6081130588851533,0.5151792272571192,0.693819978623958,0.06418673182902301
746,연봉 2천에 매일 칼퇴근하는 것과 연봉 6천에 주 7일 일하는 것 중 뭐가 더 나에게 맞나요?,가치관,2,3,2,1,0,0,0,1,1,1,c,0,0.5746841639386351,0.47928124350442625,0.6648313708974024,0.149703913448833
778,성격은 타고난 본성과 자란 환경 중 뭐가 더 크게 좌우하나요?,가치관,2,3,2,1,0,0,0,2,1,1,c,0,0.5243937849902022,0.4268802593319579,0.6200820385410314,0.36268588011425124
783,편안함을 추구하는 삶과 끊임없이 애쓰는 삶 중 뭐가 더 나다운가요?,가치관,1,3,2,1,0,0,0,1,1,1,c,0,0.6081130588675112,0.5151792272508157,0.6938199785978665,0.06418673183588235
812,하루 종일 말하는 것과 듣기만 하는 것 중 뭐가 더 나다운가요?,가치관,1,3,2,1,0,0,0,1,1,1,c,0,0.6081130588663872,0.5151792272502212,0.6938199785963681,0.06418673183670856
823,확고한 정체성과 계속 변하는 자유 중 뭐가 더 나에게 가깝나요?,가치관,2,3,2,1,0,0,0,2,1,1,c,0,0.5243937850921208,0.42688025890892617,0.620082039140913,0.3626858803315484
853,죽는 시점과 죽는 방식 중 뭐가 더 알고 싶나요?,가치관,2,3,2,1,0,0,0,2,2,1,c,0,0.5605074623611433,0.4595030390116147,0.6567370854498927,0.21192682308642602
10,빵집에 가면 가장 먼저 집는 빵은 무엇인가요?,취향,2,2,1,1,0,0,1,1,1,1,p,0,0.5893558275079606,0.4824949801491785,0.6884010821913046,0.13506183541632666
53,오늘 하루 중 가장 차분했던 때는 언제인가요?,감정,2,2,1,1,0,2,1,1,1,1,r,0,0.4883887609360301,0.37066462361773356,0.6074152004841582,0.5386802262175051
54,"최근에 눈물이 났던 적이 있다면, 어떤 순간이었나요?",감정,2,2,1,1,0,1,2,2,3,3,r,0,0.3459482347156644,0.22928356615804582,0.4846464046040366,0.9187110794678526
62,"불안한 마음이 들 때 나를 잡아주는 문장이 있다면, 어떤 문장인가요?",감정,2,2,1,1,0,0,2,2,2,2,p,0,0.4466238332701914,0.3349334757908396,0.5639755424004274,0.7107543929462119
76,실수했을 때 나 자신에게 어떤 말을 해주나요?,감정,2,2,1,1,0,0,0,2,2,2,t,0,0.5893288318050606,0.48463265528358423,0.686513962806253,0.13028103025178905
83,"내 감정을 다스리는 나만의 루틴이 있다면, 어떤 건가요?",감정,2,2,1,1,0,0,2,1,2,1,t,0,0.4949183492716345,0.3897844530497884,0.6005035664894048,0.5125028643455846
96,내 인생에 가장 큰 영향을 준 감정은 뭘까요?,감정,2,2,1,1,0,0,0,3,2,2,d,0,0.44201748252728945,0.323438948790127,0.5675975606992477,0.7143679786896671
100,내 인생을 감정 한 줄로 요약하면 뭘까요?,감정,2,2,1,1,0,0,0,3,2,2,d,1,0.39482856990484533,0.2700965566209495,0.5349460643308989,0.8271286859333635
111,나에게 주는 확실한 보상은 무엇인가요?,루틴,2,2,1,1,0,0,0,1,1,1,t,0,0.5485328512479107,0.4460562614065054,0.6470522815298996,0.26191533224419916
116,반복되는 일상에서 가장 지루하게 느끼는 순간은 언제인가요?,루틴,2,2,0,1,1,0,0,1,1,1,t,0,0.5395815777377332,0.4364165167376926,0.6394631809671305,0.30111162072560815
125,"가계부를 쓰거나 돈을 관리하는 방법이 있다면, 어떤 건가요?",루틴,2,2,0,1,1,0,2,1,1,2,t,0,0.32512253243025924,0.234819740961525,0.43060952472020286,0.9796956183393797
128,"여행 가방을 싸는 나만의 규칙이 있다면, 어떤 건가요?",루틴,2,2,0,1,1,0,2,1,1,1,t,0,0.35759649896240564,0.2639928228390019,0.46348891227495637,0.9534694368765247
156,내 생일에 가장 먼저 축하해준 사람은 누구인가요?,관계,2,2,1,1,0,0,1,1,1,1,n,0,0.42238691464597217,0.29251860712713357,0.5639523100287313,0.7521600231869783
165,"주변 사람들로부터 자주 듣는 부탁이 있다면, 어떤 건가요?",관계,2,2,1,1,0,0,1,1,1,1,t,0,0.49293243915659885,0.3855102051181508,0.6010112431945376,0.5214823578429012
171,친구 사이에도 꼭 지켜야 하는 선은 무엇인가요?,관계,2,2,1,1,0,0,0,2,1,1,d,0,0.3451301533571851,0.2441788647813208,0.462290227217219,0.9506857168685474
197,사람들에게 내가 줄 수 있는 도움은 무엇인가요?,관계,2,2,1,1,0,0,0,2,1,1,t,0,0.43711555502229427,0.3362563201542215,0.5434572697804553,0.7670411294154738
202,"다른 사람의 성공을 축하해줄 때, 진심으로 기뻐할 수 있나요?",관계,2,2,1,1,0,0,0,2,2,3,t,0,0.4042466791690682,0.2950378660443551,0.5238412990502215,0.8419089818445363
205,내가 생각하는 믿음의 무게는 어느 정도인가요?,관계,2,2,1,1,0,0,0,3,1,1,d,1,0.2603702402946015,0.16586233771502779,0.3839419241512446,0.9898407430686363
225,연애할 때 가장 중요하게 보는 성격은 무엇인가요?,사랑,1,2,1,1,0,0,0,1,1,1,p,0,0.710760090526994,0.6106456690734959,0.7938237163897477,0.004741518615972106
228,"사랑하는 사람과 나누고 싶은 깊은 대화 주제가 있다면, 어떤 건가요?",사랑,2,2,1,1,0,0,2,2,1,1,p,0,0.4548617745441179,0.33991622566546376,0.5748277262048923,0.675293504912409
249,사랑하는 사람과 단둘이 보내는 시간이 왜 소중한가요?,사랑,2,2,1,1,0,0,1,2,1,1,d,0,0.5062457467328664,0.38069413864595414,0.6310145196807975,0.46521851055951186
253,가장 보람을 느끼는 순간은 언제인가요?,가치관,1,2,1,1,0,0,0,2,1,1,t,0,0.6014678418303184,0.5098607495091549,0.6864816582858385,0.07333162462197898
272,인생에서 '운'이 차지하는 비중은 어느 정도일까요?,가치관,2,2,1,1,0,0,0,2,1,1,d,0,0.4709985686038134,0.3629868088152184,0.5817962882784019,0.6198878069387997
277,내가 가장 자유롭다고 느끼는 순간은 언제인가요?,가치관,2,2,1,1,0,0,0,2,1,1,t,0,0.5672522280566146,0.47329735927832683,0.6566070434279502,0.17050512486870562
287,나에게 '일'은 어떤 의미인가요?,가치관,2,2,1,1,0,0,0,2,1,1,d,0,0.4709985685864665,0.3629868087022031,0.5817962883634432,0.6198878069057889
288,더 나은 세상을 위해 소소하게라도 하고 있는 행동이 있나요?,가치관,2,2,0,1,1,0,2,2,1,1,t,0,0.3755937154278063,0.2857240542783114,0.47493512502575225,0.9413085714046926
290,"사람은 원래 착하다고 생각하나요, 아니면 노력해야 착해질 수 있다고 생각하나요?",가치관,2,2,1,1,0,0,0,2,1,1,c,0,0.515101646747854,0.4170521704601897,0.6120022228679123,0.40987345944078235
368,지금 내 기분을 딱 한 단어로 정의한다면 뭘까요?,감정,2,2,1,1,0,1,0,1,1,1,t,0,0.6152167801838687,0.5059249542190238,0.7139994056051127,0.08408119384505741
373,"오늘이 지나도 꼭 간직하고 싶은 감정이 있다면, 어떤 건가요?",감정,2,2,1,1,0,2,2,1,1,1,p,0,0.387347973641686,0.2793492274669586,0.5076855445511,0.8800473007745891
377,"오늘 완전히 방전됐다가 다시 충전된 순간이 있다면, 어떤 때였나요?",감정,2,2,1,1,0,2,2,1,1,1,r,1,0.27077910999913857,0.1760053264384783,0.39228991696233334,0.9884919287355629
455,시험이나 발표 전에 긴장하는 편이에요?,루틴,2,2,1,1,0,0,1,1,1,1,t,0,0.5528474675703068,0.4456600818089967,0.6553378594974691,0.25425022367040606
469,운동하기 싫은 날은 어떻게 하나요?,루틴,2,2,1,1,0,0,2,1,1,1,t,0,0.3691761818987975,0.2743760221029358,0.47527697429750043,0.9385929891395289
472,"운동으로 성취감을 느낀 적이 있다면, 어떤 순간이었나요?",루틴,2,2,1,1,0,0,2,1,1,1,r,0,0.327938273995134,0.23523312502306942,0.4363335818138108,0.9753121375477244
479,나에게 투자할 가치가 있는 분야는 무엇인가요?,루틴,2,2,1,1,0,0,0,2,1,1,d,0,0.40144100463863275,0.2928067695056478,0.5207036610514354,0.8497171447838612
484,자기 전에 하루를 돌아보면 어떤 장면이 주로 떠오르나요?,루틴,2,2,1,1,0,0,0,2,1,1,t,0,0.4968982108901993,0.39372913739213133,0.6003320925223746,0.5031039734224216
493,절친을 이성에게 소개한다면 누구인가요?,관계,2,2,0,1,1,0,1,1,1,1,n,0,0.41125709081573314,0.28270084759236075,0.5531884006023476,0.7826861035784716
512,"상황이 사람을 바꾼다고 느꼈던 적이 있다면, 어떤 경험이었나요?",관계,2,2,0,1,1,0,2,2,2,2,r,0,0.22759127289162814,0.15168724909069156,0.32684348799306023,0.9990651245099986
539,인생에 가장 영향력 있던 사람은 누구인가요?,관계,2,2,1,1,0,0,0,2,1,1,n,0,0.36864919300642296,0.24972684359293465,0.5060090407892552,0.8857636403017092
547,어머니와의 관계에 대해 어떻게 생각하나요?,관계,2,2,1,1,0,0,1,2,3,3,t,0,0.4447327730770006,0.3203586897054663,0.5764390310419418,0.6959446567978887
554,사랑과 좋아함의 차이는 무엇인가요?,사랑,2,2,0,1,1,0,0,3,1,1,d,0,0.43945453755512076,0.3184111736469899,0.5681558184787614,0.7183920700731108
555,싸운 뒤 바로 풀려고 하는 편인가요 아니면 시간을 두고 대화하는 편인가요?,사랑,2,2,1,1,0,0,0,1,1,1,c,0,0.5966339111336784,0.4870803602004558,0.6973284627869147,0.12289577348828123
559,사랑받고 있다고 느끼는 순간은 언제인가요?,사랑,1,2,0,1,1,0,0,2,1,2,t,0,0.5894082294126936,0.47928110873702845,0.6912484046979966,0.14210262661465517
560,이별 후 얼마나 지나야 새 연애를 시작할 수 있을 것 같나요?,사랑,2,2,1,1,0,0,1,1,1,1,d,0,0.5578012996912176,0.4321927882631571,0.6764264202373848,0.2695304595390172
562,연인에게 절대 져줄 수 없는 것이 무엇인가요?,사랑,2,2,0,1,1,0,1,1,1,1,t,0,0.643674074758777,0.535655405101012,0.738817053723944,0.042895050258164216
573,가장 좋아했던 사람은 누구인가요?,사랑,2,2,1,1,0,0,2,1,2,3,n,0,0.3661759208278871,0.23654597309282271,0.5185902281116272,0.866130741633228
575,거절을 해야 할 때 나는 어떻게 하나요?,가치관,2,2,1,1,0,0,0,1,1,1,t,0,0.6172739211446382,0.5272328988452105,0.699926354304125,0.0450740567683982
586,언제 가장 살아있다고 느끼나요?,가치관,2,2,1,1,0,0,0,2,1,1,t,0,0.5672522280980627,0.47329735943893886,0.6566070433588217,0.17050512441940469
587,가장 간절히 원했던 것은 무엇이었나요?,가치관,2,2,1,1,0,0,0,2,2,2,r,0,0.5240682593270894,0.41730118165804225,0.6286797823756735,0.37584967562731053
612,"절대 바뀌지 않을 것 같은 생각이 있다면, 어떤 건가요?",가치관,2,2,1,1,0,0,1,2,1,1,d,0,0.4753383359185777,0.36294344165623765,0.5902884374965548,0.5969698419536599
617,과정이 나빠도 결과가 좋으면 괜찮나요?,가치관,2,2,1,1,0,0,0,1,1,1,d,0,0.5227420013959821,0.41391752343425553,0.6294493901874866,0.3841266456939658
630,어제보다 나아졌다고 느낀 점은 뭔가요?,가치관,2,2,1,1,0,2,1,2,1,1,r,0,0.41644354075949586,0.30762578395362644,0.5340626337059906,0.8121498410250213
641,오늘의 작은 선택이 미래의 나를 어떻게 바꿀까요?,가치관,2,2,1,1,0,2,0,3,1,1,h,1,0.36436765171528934,0.2445324516005923,0.5037686600651595,0.8898407305508838
643,"이번 주, 나에 대해 새롭게 발견한 의외의 면은 무엇인가요?",가치관,2,2,1,1,0,2,1,2,1,2,r,0,0.3824550525327693,0.2761444700066074,0.5013465517904689,0.8927465447707859
644,"무언가를 포기했던 순간, 내 마음은 어땠나요?",가치관,2,2,1,1,0,0,1,2,2,2,r,0,0.5284127804815595,0.4171038798969043,0.6369662967591149,0.36191918564167835
646,"지금보다 나은 나를 위해 요즘 시도하고 있는 것이 있다면, 어떤 건가요?",가치관,2,2,1,1,0,1,2,1,1,1,t,0,0.41463248359296073,0.310692364239807,0.5267718100240529,0.8288775207984022
648,"절대 장난스럽게 얘기할 수 없는 진지한 주제가 있다면, 무엇인가요?",가치관,2,2,1,1,0,0,1,2,2,2,d,0,0.477030597112773,0.3594910221466955,0.5971705028019034,0.5857450303692134
683,몸의 컨디션과 마음의 안정 중 뭐가 더 먼저인가요?,루틴,2,2,1,1,0,0,0,1,1,1,c,0,0.4961301893800109,0.3909703800385095,0.6016334946317089,0.5067141722939562
684,당장 소원 하나와 10년 후 소원 세 개 중 뭐가 더 좋은가요?,루틴,1,2,1,1,0,0,0,1,1,1,c,0,0.5312972620994274,0.42616516657271936,0.6337226325974601,0.34097602842620933
691,두려움의 대상과 사랑받는 사람 중 누가 더 되고 싶나요?,관계,2,2,1,1,0,0,0,2,1,1,c,0,0.3861879912360112,0.2877056626140997,0.4949562723162147,0.9051428075826387
695,5년을 혼자 지내는 것과 늘 사람들과 붙어 지내는 것 중 뭐가 더 편안한가요?,관계,1,2,1,1,0,0,0,1,1,1,c,0,0.4712620461992425,0.36686680823502166,0.5782331914121173,0.6229186008715755
701,모임을 이끄는 것과 따르는 것 중 어디에 더 가까운 편인가요?,관계,1,2,0,1,1,0,0,1,1,1,c,0,0.46079112727684945,0.35648159680470737,0.5686515654582938,0.6683844982464384
704,순간의 행복을 주는 힘과 오래가는 관계를 만드는 힘 중 뭐가 더 갖고 싶나요?,관계,2,2,0,1,1,0,0,2,1,1,c,0,0.37470665428489913,0.27728100428577596,0.48346457664612913,0.9255493911493292
709,늘 웃게 해주는 친구와 생각하게 만드는 친구 중 누가 더 끌리나요?,관계,1,2,1,1,0,0,0,1,1,1,c,0,0.47126204620537626,0.36686680823247414,0.578233191426799,0.6229186008339151
711,관계를 정리할 때 주로 어떻게 하는 편인가요?,관계,2,2,1,1,0,0,1,1,1,1,t,0,0.4929324391719189,0.38551020511431994,0.6010112432278109,0.5214823577676534
725,연락이 끊기는 애인과 술을 자주 마시는 애인 중 누가 더 아픈가요?,사랑,2,2,1,1,0,0,0,1,1,1,c,0,0.5966339111106065,0.4870803603221927,0.6973284626436022,0.12289577323399858
726,매일 만나고 싶어 하는 애인과 만날 시간 잡기 어려운 애인 중 누가 더 좋은가요?,사랑,1,2,1,1,0,0,0,1,1,1,c,0,0.6300762625875894,0.5234756348417269,0.7253419556786949,0.056480488071347736
734,무뚝뚝한 연인과 애정 표현이 과한 연인 중 누가 더 힘든가요?,사랑,2,2,1,1,0,0,0,1,1,1,c,0,0.5966339111110371,0.4870803603208345,0.697328462645505,0.12289577323679568
736,더 사랑받는 관계와 더 많이 사랑하는 관계 중 뭐가 더 좋은가요?,사랑,2,2,1,1,0,0,0,1,1,1,c,0,0.5966339111484763,0.4870803600382759,0.6973284629498817,0.12289577383071854
741,우연히 본 연인의 사생활을 솔직히 말하는 것과 모르는 척 넘어가는 것 중 뭐가 더 맞나요?,사랑,2,2,1,1,0,0,0,2,1,1,c,0,0.5459082256735804,0.4338313965574209,0.6535179653645177,0.2904484038948789
754,지금 당장 꿈의 직업과 매년 한 달 휴가 중 뭐가 더 나은가요?,가치관,2,2,1,1,0,0,0,1,1,1,c,0,0.5665002743122091,0.4701883749566755,0.6580375158845401,0.17908271841205575
777,"인간은 원래 착한 쪽인가요, 나쁜 쪽인가요?",가치관,2,2,1,1,0,0,0,1,1,1,c,0,0.5665002743298306,0.4701883747244568,0.6580375161265983,0.17908271897341582
792,사람을 만나면 일단 믿는 것과 의심하는 것 중 뭐가 더 나에게 맞나요?,가치관,1,2,1,1,0,0,0,1,1,1,c,0,0.600734116715561,0.5067102883000546,0.6878757687457799,0.08003351869363945
802,망해가는 회사의 사장과 잘나가는 대기업의 평사원 중 뭐가 더 편한가요?,가치관,2,2,0,1,1,0,1,1,1,1,c,0,0.5623421830354168,0.4602089292097243,0.6594508340322963,0.2078087582926214
803,외로운 천재와 단순해도 행복한 사람 중 누가 더 나에게 가깝나요?,가치관,2,2,0,1,1,0,0,1,1,1,c,0,0.5579650476105105,0.4607682613090258,0.6509152956094214,0.21259330891435074
825,거짓말을 항상 알아채는 것과 전혀 못 알아채는 것 중 뭐가 더 나은가요?,가치관,2,2,0,1,1,0,0,1,1,1,c,0,0.5579650476186133,0.4607682612641105,0.6509152956654277,0.2125933090097729
827,"평소 '법을 어기더라도 불의에 맞서야 한다'고 생각하시나요, 아니면 '부당해도 법은 지켜야 한다'고 생각하시나요?",가치관,2,2,1,1,0,0,0,2,1,1,c,0,0.515101646691885,0.4170521706894815,0.6120022225375443,0.40987345946163856
