질문 ID,질문 문구,관심사,레벨,상태,노출,답변,교체,미응답,답변율(%),교체율(%),예측 답변율(문구 모델),추정 답변율(축소),추정 하한(10%),추정 상한(90%),P(평균 미만),P(평균 미만|데이터만),위험 특성,분류,양자택일형,경험 전제형(~있다면/~적 있),가정·상상형(~한다면),정의·개념형,복문(쉼표·두 질문),오늘 기반,최근·이번 주 회상,요즘(현재 상태),과거 기억 회상,미래·상상,부정·무거운 감정,연애 대상 전제,특정 활동 전제,자기 수용·칭찬,문구 길이,수정 방향(패턴),원인 진단,수정 원칙,수정안 1 (권장),수정안 2 (대안)
209,사람 사이의 진심은 언제 확인된다고 생각하나요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.34931483312164086,0.3397384095473071,0.24183990653907747,0.4415484800709029,0.9171313439829181,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
503,관계가 자연스럽게 멀어질 때 어떻게 행동하나요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.34931483312164086,0.3397384095473071,0.24183990653907747,0.4415484800709029,0.9171313439829181,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
160,연락처 목록에서 가장 의외의 인물은 누구인가요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.34931483312164086,0.3397384095473071,0.24183990653907747,0.4415484800709029,0.9171313439829181,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
702,모든 게 공유되는 세상과 모든 게 비밀인 세상 중 뭐가 더 편안한가요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.34994678575929067,0.34035303728042027,0.2424016745074712,0.4422009771190452,0.9159378396572989,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,39,,,,,
689,친구 한 명을 잃는 것과 나머지 모든 친구를 잃는 것 중 뭐가 더 아픈가요?,관계,2,ACTIVE,3,1,2,0,33.3,66.7,0.3442356911572069,0.34338563888339196,0.24767733951334214,0.44271066656360986,0.9153886017169578,0.5734240410555717,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,42,,,,,
715,권위형 리더와 솔선수범형 리더 중 어느 쪽에 더 가깝나요?,관계,2,ACTIVE,2,0,2,0,0.0,100.0,0.3634389352019454,0.3440433933938759,0.24705443570884578,0.44473357572954375,0.9113322316481802,0.6795954909782459,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32,,,,,
186,나를 믿어주는 사람들의 공통점은 무엇인가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3531432382572565,0.3434618594227491,0.24524610624855062,0.4454983648707012,0.9097075505450312,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
714,아무 문제 없는 세상과 내가 다스리는 세상 중 뭐가 더 좋은가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3557012361996585,0.34594973016333763,0.24752596077657552,0.44813356952607264,0.9044856227927766,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,,,,,
717,내 뜻대로 하는 힘과 모두에게 믿음받는 것 중 뭐가 더 나은가요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.3557012361996585,0.34594973016333763,0.24752596077657552,0.44813356952607264,0.9044856227927766,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,,,,,
700,너무 솔직해서 상처받는 친구 그룹과 불편한 주제를 피하는 친구 그룹 중 뭐가 더 좋은가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.35698173797001675,0.3471951271337335,0.24866841213371624,0.44945153445345726,0.9017916037033427,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,True,False,False,False,50,,,,,
500,의견이 다를 때 어떻게 대화를 풀어나가나요?,관계,2,ACTIVE,3,1,2,0,33.3,66.7,0.3531432382572565,0.35159866826637215,0.25523666608642404,0.4513878465346161,0.8976691368072239,0.5734240410555717,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
169,다른 사람의 고민을 잘 들어주는 편인가요?,관계,2,ACTIVE,3,1,1,1,33.3,33.3,0.3550645678989451,0.3533701926405167,0.2568715345133718,0.4532551382807969,0.8935244811781989,0.5734240410555717,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
182,오해가 생겼을 때 어떻게 대처하나요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.36085645767614305,0.3509636218713805,0.25213018915857544,0.4534348225962091,0.89330989330897,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,,,,,
703,늘 들어주는 역할과 늘 털어놓는 역할 중 뭐가 더 편한가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3614976902079128,0.3515872750914475,0.2527037748874439,0.454093330150774,0.8918579640174888,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33,,,,,
712,편안한 우정과 나를 성장시키는 우정 중 뭐가 더 끌리나요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.3634389352019454,0.35347530109057423,0.25444142059764235,0.45608567984694587,0.8873780264933624,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32,,,,,
156,내 생일에 가장 먼저 축하해준 사람은 누구인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.3474078568322559,0.3555511981359288,0.2576448658793031,0.4568858072635752,0.8853294381254754,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,,,,,
552,어린 시절이 행복했다고 느끼나요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.36474045054627535,0.3547411355503726,0.2556074332332192,0.4574204566338041,0.884302983671906,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,,,,,
701,모임을 이끄는 것과 따르는 것 중 어디에 더 가까운 편인가요?,관계,1,ACTIVE,2,0,1,1,0.0,50.0,0.3761987019921755,0.35612221335571076,0.25817207102354367,0.4574870878264076,0.8839140846087923,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,,,,,
171,친구 사이에도 꼭 지켜야 하는 선은 무엇인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.34931483312164086,0.3573564053665661,0.2593121194356164,0.4587861475166045,0.8808137173590659,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
197,사람들에게 내가 줄 수 있는 도움은 무엇인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.34931483312164086,0.3573564053665661,0.2593121194356164,0.4587861475166045,0.8808137173590659,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
189,나를 바꾸려 하는 사람을 만나면 어떻게 하나요?,관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.34931483312164086,0.3573564053665661,0.2593121194356164,0.4587861475166045,0.8808137173590659,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
205,내가 생각하는 믿음의 무게는 어느 정도인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.35122664336646414,0.359166188580323,0.26098520378130813,0.4606896994103422,0.876165071668936,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,,,,,
711,관계를 정리할 때 주로 어떻게 하는 편인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.35122664336646414,0.359166188580323,0.26098520378130813,0.4606896994103422,0.876165071668936,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,,,,,
207,나를 기억할 때 사람들이 떠올렸으면 하는 이미지는 무엇인가요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.34044689136041506,0.3585284594451628,0.2591008722494459,0.46140927209348737,0.8747570730507068,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,,,,,
539,인생에 가장 영향력 있던 사람은 누구인가요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.3531432382572565,0.3609805010992148,0.262664082328184,0.46259640729723545,0.87138200617775,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
174,관계에서 오는 스트레스를 어떻게 해결하나요?,관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.3531432382572565,0.3609805010992148,0.262664082328184,0.46259640729723545,0.87138200617775,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
504,친해지고 싶은 사람이 생기면 어떻게 하나요?,관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.3531432382572565,0.3609805010992148,0.262664082328184,0.46259640729723545,0.87138200617775,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
204,사람들과 헤어지고 집에 가는 길에 드는 생각은 무엇인가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3716136598581448,0.3614259166666876,0.26177830640333904,0.46445606464074296,0.8671015033185907,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,True,False,False,32,,,,,
547,어머니와의 관계에 대해 어떻게 생각하나요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.3550645678989451,0.36279929569090447,0.2643487178588265,0.46450621506341094,0.866463138181899,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
181,나를 있는 그대로 봐주는 사람은 누구인가요?,관계,2,ACTIVE,4,2,2,0,50.0,50.0,0.3531432382572565,0.36802364549970334,0.27166210231112237,0.4673532799055259,0.857640146290964,0.46862489025581366,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,,,,,
537,곁에 있어줘서 가장 고마운 사람은 누구인가요?,관계,2,ACTIVE,3,3,0,0,100.0,0.0,0.3135445820821489,0.36706722354195176,0.26956322070092376,0.46764134230906707,0.8574669874317559,0.21776014147689587,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25,,,,,
550,나의 가족은 얼마나 가깝고 따뜻한가요?,관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.35892122894985423,0.36645013941348886,0.26773510786701205,0.4683349034784439,0.8562130645309464,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,,,,,
535,"지금 이 순간, 문득 생각나서 연락하고 싶은 사람은 누구인가요?",관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3774965002089531,0.36714747966629935,0.26707754743581014,0.4704603561397681,0.8510785332986938,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35,,,,,
173,진정한 친구는 몇 명이면 충분하다고 생각하나요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.34931483312164086,0.36715328766386,0.26708293488696955,0.4704664429765567,0.851061655157441,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
163,친구를 사귀 때 가장 중요하게 보는 점은 무엇인가요?,관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.37751748348422176,0.3671678876876341,0.2670964778227251,0.4704817438677541,0.8510192217376209,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,True,False,False,29,,,,,
157,길에서 우연히 만나면 반가울 사람은 누구인가요?,관계,1,ACTIVE,2,0,2,0,0.0,100.0,0.3920961178770556,0.37117123638949434,0.27212375168921954,0.4732764495822075,0.8422101767283077,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,,,,,
696,삶에서 일과 가족 중 뭐가 더 우선인가요?,관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3811042614490648,0.37065633457173974,0.2703353297281041,0.4741346706673689,0.8406549238858495,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
162,처음 만난 사람과 어색함을 풀기 위해 주로 어떤 말을 하나요?,관계,1,ACTIVE,1,0,1,0,0.0,100.0,0.38278101073676596,0.3722871159820866,0.271851459842254,0.47584031256756343,0.8356558819066139,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,,,,,
499,넓고 얕은 관계와 좁고 깊은 관계 중 뭐가 더 좋나요?,관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.36733474883727096,0.3744146573891023,0.2751449592925696,0.4766651332081414,0.8321011098885366,0.48644645260100294,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30,,,,,
141,지금의 습관이 10년 뒤 나를 어디로 데려갈까요?,루틴,2,ACTIVE,2,0,2,0,0.0,100.0,0.39593051213449637,0.374801001624215,0.27550516840780054,0.4770684462976558,0.8308704734220601,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,True,False,False,False,False,27,,,,,
200,내가 꿈꾸는 이상적인 관계는 어떤 모습인가요?,관계,2,ACTIVE,3,2,1,0,66.7,33.3,0.35122664336646414,0.3758213698825407,0.27772165979474467,0.47678909641626743,0.8306262683619643,0.3827715142749046,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,,,,,
161,사람들이 말하는 나의 첫인상은 어떤가요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.35699058181468823,0.37461860664203417,0.27402127247532304,0.478276592005812,0.8283389625644285,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,,,,,
429,요즘 내 삶에 기분 좋게 스며든 나만의 루틴은 무엇인가요?,루틴,2,ACTIVE,1,1,0,0,100.0,0.0,0.36027029908318464,0.37780841086135797,0.2769941250905054,0.48160551309327326,0.8180059274344967,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,True,False,False,False,False,False,False,32,,요즘 + '스며든' 은유 (관측 1/1),경미 수정,요즘 기분 좋게 자리 잡은 나의 루틴은 무엇인가요?,요즘 일상에서 가장 좋아하는 순간은 언제인가요?
179,사람들과 어울리는 것과 혼자 있는 것 중 무엇이 더 좋나요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.3614976902079128,0.37900215320800035,0.2781079332420683,0.482850060337538,0.8140436611981159,0.39505588469225966,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33,,,,,
510,실망해도 기회를 또 주는 편인가요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.36279621579585036,0.3802650798752134,0.2792870361532158,0.4841659928628195,0.8097956195089931,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,,,,,
622,요즘 내 인생에서 과감히 덜어내기로 한 것은 무엇인가요?,가치관,2,ACTIVE,1,0,1,0,0.0,100.0,0.39358755416082275,0.38279739933531154,0.2816535747424429,0.48680229843302236,0.8011050262688009,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,True,False,False,False,False,False,False,31,,'과감히 덜어내기로 한 것'이 있어야 함,기간 제거 + 희망형,내 인생에서 덜어내고 싶은 것은 무엇인가요?,정리하고 나서 오히려 편해진 것은 무엇인가요?
692,친구들에게 인정받는 것과 부모님께 인정받는 것 중 뭐가 더 중요한가요?,관계,2,ACTIVE,2,2,0,0,100.0,0.0,0.34994678575929067,0.38463798990138376,0.2847004973793878,0.48731369301902905,0.7976573334953304,0.29783911365922466,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,39,,,,,
202,"다른 사람의 성공을 축하해줄 때, 진심으로 기뻐할 수 있나요?",관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.37947259896094915,0.38590475033342636,0.2858879347613379,0.48862971864999194,0.7931211552549715,0.48644645260100294,,C. 유지·모니터링,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34,,,,,
480,10년 후 나의 경제적 모습은 어떨 것 같나요?,루틴,2,ACTIVE,1,0,1,0,0.0,100.0,0.39794142138159067,0.38703190581688646,0.2856176816313714,0.491203868836046,0.7860642262721375,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26,,,,,
184,사람들에게 내 이야기를 잘 하는 편인가요?,관계,2,ACTIVE,2,2,0,0,100.0,0.0,0.3550645678989451,0.3894826528239154,0.28924583800114007,0.4923427216108255,0.7799974186691113,0.29783911365922466,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
501,인간관계에 쏟는 에너지는 어느 정도인가요?,관계,2,ACTIVE,2,2,0,0,100.0,0.0,0.3550645678989451,0.3894826528239154,0.28924583800114007,0.4923427216108255,0.7799974186691113,0.29783911365922466,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
695,5년을 혼자 지내는 것과 늘 사람들과 붙어 지내는 것 중 뭐가 더 편안한가요?,관계,1,ACTIVE,2,1,1,0,50.0,50.0,0.3847741431325746,0.3909233685120761,0.2905996485291732,0.493836155471292,0.7745847292736805,0.48644645260100294,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,43,,,,,
516,지금 가장 보고 싶은 존재는 무엇인가요?,관계,2,ACTIVE,2,2,0,0,100.0,0.0,0.35699058181468823,0.39130588170534475,0.2909592500325373,0.4942325035624978,0.7731354504878509,0.29783911365922466,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,,,,,
705,"10억을 준다면, 절친을 배신하는 것과 의리를 지키는 것 중 뭐가 더 끌리나요?",관계,2,ACTIVE,4,3,1,0,75.0,25.0,0.35299749677106296,0.39322416971558805,0.2952808915560587,0.4935689598209108,0.7713052715821207,0.2920669637843254,,C. 유지·모니터링,True,False,True,False,True,False,False,False,False,False,False,False,False,False,44,,,,,
505,친구들이 말하는 나는 어떤 사람인가요?,관계,1,ACTIVE,1,0,0,1,0.0,0.0,0.402151890777687,0.3911269457076754,0.2894592983899865,0.49545239574869615,0.7709263426771105,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,,,,,
206,사람들에게 어떤 부분에서 인정받고 싶나요?,관계,2,ACTIVE,4,3,1,0,75.0,25.0,0.3550645678989451,0.39508179280841216,0.2970333549262105,0.49548997312357196,0.7639817885925237,0.2920669637843254,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
196,새로운 사람을 만나는 게 설레나요 혹은 부담되나요?,관계,2,ACTIVE,3,3,0,0,100.0,0.0,0.3455057632184828,0.3965364047698568,0.2971690717408948,0.4982934568069006,0.7555118342452443,0.21776014147689587,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,,,,,
794,먼 미래를 계획하는 연애와 지금을 즐기는 연애 중 뭐가 더 편한가요?,가치관,2,ACTIVE,3,0,2,1,0.0,66.7,0.43307001118793964,0.3993037237775913,0.29978192274057636,0.5011513418568865,0.7443100770041365,0.7497047243297865,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,True,False,False,False,False,38,,,,,
691,두려움의 대상과 사랑받는 사람 중 누가 더 되고 싶나요?,관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.3943944144879442,0.400030237594862,0.29917938211733136,0.5032540521315193,0.7387333458971675,0.48644645260100294,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,True,False,False,False,31,,,,,
1,요즘 자주 찾는 색깔은 무엇인가요?,취향,2,ACTIVE,6,2,1,3,33.3,16.7,0.4154151437118638,0.4035411827164352,0.30738722082896924,0.5017565126981145,0.7338551303238283,0.6286304397310631,,C. 유지·모니터링,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19,,요즘 (관측 6회 중 2회),최애형 전환,가장 좋아하는 색깔은 무엇인가요?,요즘 자꾸 눈이 가는 색깔은 무엇인가요?
152,고민이 있을 때 가장 먼저 생각나는 친구는 누구인가요?,관계,1,ACTIVE,1,1,0,0,100.0,0.0,0.3841164609267953,0.4010008330844785,0.2987544905854256,0.5056639995960066,0.7321446282171502,0.39505588469225966,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,,,,,
647,"모든 물건이 있는 집에 불이 났을 때, 소중한 가족과 애완동물을 대피시킨 후 하나의 물건만 가져나올 수 있다면 뭘 고를 것인가요?",가치관,2,ACTIVE,3,1,2,0,33.3,66.7,0.4085366113751633,0.4026730432800297,0.30296784571521795,0.5046262529574859,0.7303293193464815,0.5734240410555717,,C. 유지·모니터링,False,False,True,False,True,False,False,False,False,False,False,False,False,False,72,,문장이 매우 김(60자+) + 조건 과다,조건 축약,불이 나서 딱 하나만 챙길 수 있다면 무엇을 가지고 나올까요?,절대 잃어버리고 싶지 않은 물건은 무엇인가요?
709,늘 웃게 해주는 친구와 생각하게 만드는 친구 중 누가 더 끌리나요?,관계,1,ACTIVE,2,1,1,0,50.0,50.0,0.3967729536419778,0.40228184192949173,0.3013065326056958,0.5055766768798869,0.7294520059139956,0.48644645260100294,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,37,,,,,
428,계속 미루고 있는 일 하나를 지금 꺼낸다면 무엇인가요?,루틴,2,ACTIVE,1,0,1,0,0.0,100.0,0.41381966405453857,0.4024748484022505,0.30014601231068355,0.5071845325424853,0.7260927946632931,0.5980047203862283,,C. 유지·모니터링,False,False,True,False,False,False,False,False,False,False,False,False,False,False,30,,,,,
718,친구의 착각을 바로잡는 것과 관계를 위해 그냥 두는 것 중 뭐가 더 맞나요?,관계,1,ACTIVE,3,2,1,0,66.7,33.3,0.38676466887638716,0.4085885104261446,0.3085736801072226,0.5107147473482216,0.7049215615825455,0.3827715142749046,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,42,,,,,
766,10년만 버티고 은퇴하는 끔찍한 일과 평생 할 꿈의 직업 중 뭐가 더 나은가요?,가치관,2,ACTIVE,1,0,1,0,0.0,100.0,0.4207391374058701,0.40920462523502454,0.3065119179465261,0.5141139233706784,0.6976630998452331,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,True,False,False,False,False,44,,,,,
151,가족 중 가장 편하게 대화하는 사람은 누구인가요?,관계,1,ACTIVE,3,2,0,1,66.7,0.0,0.39009560787086506,0.41165973750216067,0.3114903274461994,0.5138696283767432,0.6913240584485032,0.3827715142749046,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,,,,,
280,요즘 나의 일상 균형은 잘 맞고 있나요? 어느 쪽으로 기울어져 있나요?,가치관,2,ACTIVE,1,0,1,0,0.0,100.0,0.42507062104841775,0.41341736178144795,0.31050748000741535,0.5184410079493931,0.6792432975005933,0.5980047203862283,,C. 유지·모니터링,False,False,False,False,True,False,False,True,False,False,False,False,False,False,39,,두 질문 연결 + 균형을 스스로 진단해야 함,하나로 축소 + 선택지,요즘 내 일상은 일과 쉼 중 어느 쪽으로 기울어 있나요?,요즘 일상에서 더 늘리고 싶은 시간은 무엇인가요?
602,죽기 전에 꼭 해보고 싶은 건 무엇인가요?,가치관,2,ACTIVE,4,0,4,0,0.0,100.0,0.4670171145944185,0.4196961416144272,0.3203990720671698,0.5207994377572214,0.6563141817742427,0.8080266359011785,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,True,True,False,False,False,23,,,,,
145,나에게 '규칙적인 하루'란 어떤 건가요?,루틴,2,ACTIVE,1,0,1,0,0.0,100.0,0.43066207695292114,0.4188555286038353,0.3156772963783552,0.5240147836946538,0.6548290573118498,0.5980047203862283,,C. 유지·모니터링,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22,,,,,
116,반복되는 일상에서 가장 지루하게 느끼는 순간은 언제인가요?,루틴,2,ACTIVE,2,0,1,1,0.0,50.0,0.44450072392710993,0.42077918080225196,0.3188685673607475,0.5245703230515094,0.647777220198199,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,,,,,
868,과거의 모든 일과 미래의 모든 일 중 뭐가 더 궁금한가요?,가치관,2,ACTIVE,2,0,1,1,0.0,50.0,0.44548434537562825,0.42171030960598127,0.31975668660488227,0.5255223616204481,0.6434444876846148,0.6795954909782459,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,True,False,False,False,False,32,,,,,
23,무인도에 딱 하나만 가져간다면 무엇인가요?,취향,2,ACTIVE,3,0,3,0,0.0,100.0,0.4585868178436038,0.4228309957042956,0.3221346591521045,0.5253098169645678,0.6398148677007365,0.7497047243297865,,C. 유지·모니터링,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23,,,,,
114,하루 중 온전히 나만을 위해 쓰는 시간은 얼마나 되나요?,루틴,2,ACTIVE,2,0,2,0,0.0,100.0,0.4465759492203565,0.42274365814023623,0.32074275764922994,0.526578461589039,0.6386153288677058,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,,,,,
47,상상 속 완벽한 하루는 어떤 모습인가요?,취향,2,ACTIVE,6,0,3,3,0.0,50.0,0.4961126329171475,0.424344941324682,0.32722691873445303,0.5230798065488467,0.6370813060746061,0.8924480457271639,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,,,,,
845,10년의 감옥살이와 20년의 혼수상태 중 뭐가 더 견딜 만한가요?,가치관,2,ACTIVE,1,0,0,1,0.0,0.0,0.4371995852571317,0.4252138119147,0.32173887432114784,0.5305145659453929,0.625488012624569,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,True,False,False,False,False,36,,,,,
860,수백 명이 깊이 읽는 것과 수백만 명이 스치듯 읽는 것 중 뭐가 더 뿌듯한가요?,가치관,2,ACTIVE,1,0,1,0,0.0,100.0,0.4382788714091739,0.42626350956843106,0.32274134844909425,0.5315858633444206,0.6205715952692098,0.5980047203862283,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,True,44,,,,,
688,위험해도 나을 가능성에 도전하는 것과 안전하게 지내는 것 중 뭐가 더 나은가요?,루틴,2,ACTIVE,4,1,3,0,25.0,75.0,0.447262910929159,0.42727505055676157,0.3276470218626222,0.5285388586090076,0.6199092167957021,0.6528055841951683,,C. 유지·모니터링,True,False,False,False,False,False,False,False,False,False,False,False,False,False,44,,,,,
41,10년 뒤에는 어떤 분위기의 사람이고 싶나요?,취향,2,ACTIVE,7,3,2,2,42.9,28.6,0.429892608027093,0.42967488183326297,0.33347266737295306,0.5273434880412196,0.6116983980873554,0.5318828740708023,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25,,,,,
117,새로운 루틴을 만들 때 가장 힘든 점은 무엇인가요?,루틴,2,ACTIVE,2,0,2,0,0.0,100.0,0.4528125224627976,0.4286474059604488,0.32638552846999663,0.5326030610134578,0.6106408783306083,0.6795954909782459,,C. 유지·모니터링,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,,,,,
