질문 ID,원인 진단,수정 원칙,수정안 1 (권장),수정안 2 (대안),분류,추정 답변율(축소),조치 유형,수정안 잔여 위험,예측(기존 문구),예측(수정안),예측 변화(%p)
126,업무·공부 + 행동 전제,대상 일반화,무언가를 시작하기 전 마음을 가다듬는 방법은 무엇인가요?,집중 모드로 들어가는 나만의 신호는 무엇인가요?,B. 패턴 기반 수정 권장,0.3302305495639425,재작성,,0.3111258707060272,0.44811549547909635,13.698962477306914
128,여행 + 규칙 전제,성향형 전환,"짐을 쌀 때 꼼꼼하게 챙기는 편인가요, 최소한만 챙기는 편인가요?",어디 갈 때 꼭 챙기는 물건은 무엇인가요?,B. 패턴 기반 수정 권장,0.3122370748512705,재작성,,0.3300497387124984,0.489787149860935,15.973741114843666
132,징크스 전제,출구 제공,중요한 일을 앞두고 하는 나만의 준비는 무엇인가요? 징크스도 좋아요.,중요한 날 긴장을 푸는 방법은 무엇인가요?,B. 패턴 기반 수정 권장,0.3525574503734576,재작성,,0.372670332094071,0.43312353350610905,6.045320141203803
133,계절 인테리어 행동 전제,성향형 전환,계절이 바뀌면 가장 먼저 느끼는 변화는 무엇인가요?,계절이 바뀔 때 새로 하고 싶어지는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3722648081399079,재작성,,0.3828833868239403,0.4545712486584422,7.168786183450187
135,'나만의 루틴' 전제,성향형 전환,화가 날 때 나는 주로 어떻게 마음을 가라앉히나요?,"화를 푸는 데 걸리는 시간은 긴 편인가요, 짧은 편인가요?",B. 패턴 기반 수정 권장,0.3828833868239403,재작성,,0.3828833868239403,0.48556385346903275,10.268046664509246
136,일기·기록 습관 전제 (나답 사용자 특성상 일부 해당),성향형 전환,"기록하는 편인가요, 기억에 맡기는 편인가요?",기록으로 남기고 싶은 순간은 주로 어떤 때인가요?,B. 패턴 기반 수정 권장,0.3747042012709851,재작성,,0.3747042012709851,0.5204226226310542,14.571842136006913
140,준비 전제,성향형 전환,중요한 약속 전날 나는 주로 무엇을 하나요?,중요한 날 전날 잠을 잘 자는 편인가요?,B. 패턴 기반 수정 권장,0.3762656138403771,재작성,,0.38699831255187656,0.4632023620005504,7.620404944867387
148,전제형,전제 제거,예전보다 나아진 나의 습관은 무엇인가요? 작은 것도 좋아요.,갖고 싶은 습관 하나를 고른다면 무엇인가요?,B. 패턴 기반 수정 권장,0.3469408574111434,재작성,,0.34810529113108385,0.4438212183340813,9.571592720299742
150,오늘 기반 (저녁엔 유효),시점 이동,요즘 나의 일상에 제목을 붙인다면 무엇일까요?,(저녁 노출) 오늘 하루를 기록한다면 어떤 제목을 붙이고 싶나요?,B. 패턴 기반 수정 권장,0.236645953310604,재작성,,0.2501462553565718,0.3488486387363564,9.87023833797846
417,최근 + 전제 + 조건 겹침,단순화,루틴으로 만들고 싶은 일은 무엇인가요?,작심삼일로 끝나지 않았으면 하는 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.3246658422796742,재작성,,0.29539987957503655,0.46969048557645643,17.429060600141987
423,오늘 + '주범' 은유,시점 중립화,요즘 나를 정신없이 바쁘게 하는 것은 무엇인가요?,바쁠 때 가장 먼저 포기하는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2784786228003809,재작성,,0.27378455249950195,0.3730493765791263,9.926482407962434
425,오늘 + 무의식 행동 자각 어려움,시점 중립화 + 구체화,아무 생각 없이 반복하는 나의 습관은 무엇인가요?,하루에 가장 자주 여는 앱은 무엇인가요?,B. 패턴 기반 수정 권장,0.2595251136178007,재작성,,0.2669278757891778,0.45672667422070634,18.97987984315285
426,오늘 기반,시점 중립화,요즘 나의 에너지를 가장 많이 쓰게 하는 일은 무엇인가요?,에너지를 아끼고 싶은 일과 아낌없이 쓰고 싶은 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.261181753697753,재작성,,0.26863177030375684,0.3629443608831618,9.431259057940494
427,오늘 기반,시점 중립화,하루 중 몸이 가장 바쁜 시간은 언제인가요?,"나는 아침형 인간인가요, 저녁형 인간인가요?",B. 패턴 기반 수정 권장,0.2774405001249533,재작성,,0.2774405001249533,0.4632023620005504,18.576186187559713
429,요즘 + '스며든' 은유 (관측 1/1),경미 수정,요즘 기분 좋게 자리 잡은 나의 루틴은 무엇인가요?,요즘 일상에서 가장 좋아하는 순간은 언제인가요?,C. 유지·모니터링,0.3806119475762852,경미 수정,,0.3629443608831618,0.3710191600466269,0.8074799163465096
430,오늘 + 과한 행동 인정 요구,시점 중립화 + 성향형,나도 모르게 과하게 하는 것은 무엇인가요?,적당히가 가장 어려운 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2697461893188572,재작성,,0.2774405001249533,0.46536379518106924,18.792329505611594
431,오늘 + 행동 자각 어려움,시점 중립화,하루 중 가장 많이 반복하는 행동은 무엇인가요?,하루에 가장 많이 하는 생각은 무엇인가요?,B. 패턴 기반 수정 권장,0.2905782614054408,재작성,,0.27034253031640854,0.458883721474318,18.854119115790947
432,오늘 + 하루 전체를 평가해야 함,성향형 전환,"나는 계획적으로 사는 편인가요, 즉흥적으로 사는 편인가요?",계획이 틀어지면 나는 어떻게 반응하나요?,B. 패턴 기반 수정 권장,0.2635407733675751,재작성,,0.26354077336757514,0.49847582420010045,23.49350508325253
433,오늘 + 루틴 + 칭찬 이중,시점 중립화 + 단순화,내 루틴 중에서 스스로 칭찬해주고 싶은 것은 무엇인가요?,꾸준히 해서 뿌듯한 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.2551121394173665,재작성,,0.233864763395176,0.40500878516265315,17.114402176747713
435,오늘 + '정리한 생활이나 마음' 모호,시점 중립화 + 구체화,요즘 정리하고 싶은 것은 무엇인가요? 물건도 마음도 좋아요.,정리하고 나면 가장 개운한 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2622904631401134,재작성,,0.2772537465879426,0.3609374780068145,8.368373141887192
437,'손이 안 가서 붙잡고 있던' 의미 모호 + 전제,문장 명확화,끝내지 못하고 붙잡고 있는 일은 무엇인가요?,시작은 했는데 마무리가 어려운 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.3831035763072667,재작성,,0.38310357630726677,0.4632023620005504,8.009878569328366
438,운동 경험 전제,대상 확장,몸을 움직이고 싶어지는 계기는 무엇인가요?,운동을 시작하고 싶게 만드는 것은 무엇인가요? 하고 있다면 시작한 계기를 알려주세요.,B. 패턴 기반 수정 권장,0.3358396415068045,재작성,,0.3358396415068045,0.46536379518106924,12.952415367426473
440,운동 전제,대상 확장,몸을 움직이면 나에게 어떤 변화가 생기나요?,산책·운동·스트레칭 중 나에게 가장 잘 맞는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3961482571500216,재작성,,0.39614825715002167,0.4942501838398835,9.810192668986184
442,공부·작업 + 전제 (관측 2/2 양호),경미 수정,무언가에 집중하기 전에 주로 하는 행동은 무엇인가요?,,B. 패턴 기반 수정 권장,0.3571856350022446,경미 수정,,0.3205140250906805,0.4524175242514824,13.19034991608019
443,전제형 (대부분 답 가능),경미 수정,집중이 가장 잘 되는 시간대는 언제인가요?,나의 황금 시간대는 언제인가요?,B. 패턴 기반 수정 권장,0.394227259527842,경미 수정,,0.39943812232661374,0.46536379518106924,6.59256728544555
444,공부 전제,대상 확장,집중이 가장 잘 되는 장소는 어디인가요?,카페와 집 중 어디서 더 집중이 잘 되나요?,E. 미노출(데이터 없음),0.4548650116016187,재작성,,0.45486501160161874,0.5145683523075588,5.970334070594008
445,공부 전제 + 두 질문 연결,대상 확장 + 하나로,"집중할 때 음악을 듣는 편인가요, 조용한 게 좋은가요?",집중할 때 듣는 음악은 어떤 분위기인가요?,B. 패턴 기반 수정 권장,0.4482788619784965,재작성,특정 활동 전제,0.43254142403748275,0.43895126453024963,0.6409840492766883
448,공부 전제,대상 확장,무언가 하다 막히면 나는 어떻게 하나요?,"막힐 때 혼자 파고드는 편인가요, 도움을 요청하는 편인가요?",B. 패턴 기반 수정 권장,0.4150009610093401,재작성,,0.4150009610093401,0.46752652989224336,5.252556888290327
451,번아웃 경험 전제 + 무게,성향형 전환,지쳤다는 걸 알려주는 나만의 신호는 무엇인가요?,완전히 지쳤을 때 나를 회복시키는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3973553132155454,재작성,,0.3973553132155454,0.458883721474318,6.152840825877259
452,공부 전제 (관측 4회 중 3회 양호),대상 확장,무언가 하다가 잠깐 쉴 때 주로 무엇을 하나요?,,B. 패턴 기반 수정 권장,0.4417572954165654,재작성,,0.40658771354012846,0.458883721474318,5.229600793418953
456,공부·작업 + 전제 (관측 2/2),대상 확장,무언가에 집중할 때 옆에 꼭 있어야 하는 것은 무엇인가요?,,B. 패턴 기반 수정 권장,0.3536160040007887,재작성,,0.3167407519139069,0.44596734872698574,12.922659681307886
457,두 질문 연결 + 기준 전제,하나로 축소,"물건을 잘 버리는 편인가요, 모아두는 편인가요?",버릴지 말지 고민될 때 나의 기준은 무엇인가요?,B. 패턴 기반 수정 권장,0.376742504330629,재작성,,0.37674250433062906,0.5115089216842121,13.476641735358308
458,두 질문 연결 (관측 3회 중 2회),하나로 축소,"물건의 자리를 정해두는 편인가요, 그때그때 두는 편인가요?",,B. 패턴 기반 수정 권장,0.3865407966876329,재작성,,0.36256964609726494,0.49847582420010045,13.59061781028355
462,전제형,경미 수정,지금 당장 버리고 싶은 것은 무엇인가요? 물건도 습관도 좋아요.,,B. 패턴 기반 수정 권장,0.393200900454251,경미 수정,,0.393200900454251,0.4395353186402687,4.633441818601769
464,운동 전제 (관측 4회 중 3회 양호),대상 확장,몸을 움직일 때 꼭 듣는 음악은 무엇인가요?,기운 내고 싶을 때 듣는 노래는 무엇인가요?,B. 패턴 기반 수정 권장,0.3782546837528337,재작성,특정 활동 전제,0.3358396415068045,0.4003132666730734,6.447362516626887
465,운동 루틴 전제,대상 확장,무언가를 시작하기 전 몸을 푸는 나만의 방법은 무엇인가요?,운동 전에 꼭 하는 것이 있나요? 운동을 안 한다면 하고 싶은 운동을 알려주세요.,B. 패턴 기반 수정 권장,0.3177144987062917,재작성,,0.3358396415068045,0.44596734872698574,11.012770722018123
466,운동 루틴 전제,대상 확장,몸을 많이 쓴 날 나에게 주는 보상은 무엇인가요?,운동 후에 꼭 하는 것이 있나요? 운동을 안 한다면 쉬는 방법을 알려주세요.,B. 패턴 기반 수정 권장,0.3377807349925896,재작성,,0.33778073499258965,0.45672667422070634,11.89459392281167
467,운동 전제 (양자택일로는 무난),대상 확장,"몸을 움직일 때 혼자가 좋나요, 함께가 좋나요?",,B. 패턴 기반 수정 권장,0.3975785572415192,재작성,,0.40307619991597227,0.5115089216842121,10.843272176823987
468,운동 경험 전제 + 자기 발견 요구,대상 확장,무언가를 꾸준히 하면서 알게 된 나의 모습은 무엇인가요?,운동이나 취미를 하면서 발견한 의외의 나는 어떤 모습인가요?,B. 패턴 기반 수정 권장,0.2905383224105857,재작성,,0.2905383224105857,0.44811549547909635,15.757717306851065
469,운동 전제,대상 확장,하기 싫은 날에도 몸을 움직이게 하는 것은 무엇인가요?,"귀찮은 날 나는 쉬는 편인가요, 그래도 하는 편인가요?",B. 패턴 기반 수정 권장,0.4156025640134295,재작성,,0.41078781496835093,0.45026558021004065,3.9477765241689724
470,운동 목표 전제,대상 확장,몸과 관련해 이루고 싶은 목표는 무엇인가요?,건강을 위해 올해 해보고 싶은 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3379282335878941,재작성,,0.34756738684505756,0.4632023620005504,11.563497515549287
472,운동 성취 경험 전제,대상 확장,몸으로 해내서 뿌듯했던 순간은 언제인가요?,성취감을 느끼는 순간은 주로 언제인가요?,B. 패턴 기반 수정 권장,0.337406762557797,재작성,,0.3281310585561299,0.4218661921887827,9.373513363265278
473,문장 매우 김 + 두 선택지가 비대칭,짧은 양자택일로,"물건을 살 때 가격이 먼저인가요, 마음에 드는 게 먼저인가요?",물건을 고를 때 절대 포기 못 하는 기준은 무엇인가요?,B. 패턴 기반 수정 권장,0.3671886068126097,재작성,,0.3310876516657184,0.4941310439040039,16.304339223828553
476,전제형,전제 제거,바꾸고 싶은 나의 소비 습관은 무엇인가요?,가장 돈을 아끼지 않는 분야는 무엇인가요?,B. 패턴 기반 수정 권장,0.3802821651513204,재작성,,0.3911294330221955,0.46536379518106924,7.423436215887374
478,돈 고민 경험 전제 + 민감 주제,성향형 전환,돈 걱정이 생기면 나는 주로 어떻게 하나요?,"돈에 대한 나의 태도는 아끼는 쪽인가요, 쓰는 쪽인가요?",B. 패턴 기반 수정 권장,0.3890618814708896,재작성,,0.3890618814708896,0.4942501838398835,10.51883023689939
481,구독 서비스 전제 + 목록 나열 요구,최애형 전환,가장 잘 쓰고 있는 구독 서비스나 앱은 무엇인가요?,없으면 안 되는 앱 하나를 고른다면?,B. 패턴 기반 수정 권장,0.3422959416709986,재작성,,0.3520596805750865,0.4545712486584422,10.251156808335566
483,꿈 기록 경험 전제,성향형 전환,꿈을 자주 기억하는 편인가요?,기억에 남는 꿈 이야기를 들려주세요.,B. 패턴 기반 수정 권장,0.3759101920789796,재작성,,0.3973553132155454,0.4850982962659124,8.774298305036698
485,밤 + 무거운 생각 경험 전제,성향형 전환,밤이 되면 생각이 많아지는 편인가요?,잠 못 드는 밤에 주로 떠오르는 생각은 무엇인가요?,B. 패턴 기반 수정 권장,0.3643124575146464,재작성,,0.3747042012709851,0.4718555814928559,9.71513802218708
489,'자동 반응' 자각 어려움 + 전제,구체화,당황하면 나도 모르게 나오는 말이나 행동은 무엇인가요?,내 입버릇은 무엇인가요?,B. 패턴 기반 수정 권장,0.3603619018190441,재작성,,0.370640958892188,0.45026558021004065,7.962462131785264
490,전제형 (관측 3회 중 2회),경미 수정,겉으로는 '응' 하지만 속으로는 '싫어' 하는 것은 무엇인가요?,,B. 패턴 기반 수정 권장,0.360573441637536,경미 수정,,0.3343801921800194,0.40500829953734047,7.062810735732105
491,오늘 + 예/아니오,성향형 + 열린 질문,충분히 쉬었다고 느끼려면 무엇이 필요한가요?,나에게 가장 좋은 휴식은 무엇인가요?,B. 패턴 기반 수정 권장,0.3198511709718583,재작성,,0.3004504280061856,0.4632023620005504,16.275193399436482
492,오늘 + 노력 전제 + 추상('일과 삶의 균형'),시점 중립화 + 구체화,일과 쉼의 균형을 위해 지키고 싶은 것은 무엇인가요?,퇴근·하교 후 나만의 시간을 어떻게 보내나요?,B. 패턴 기반 수정 권장,0.2176684926137148,재작성,,0.21766849261371485,0.4524175242514824,23.474903163776755
214,첫눈에 반한 경험 전제,성향형 전환,"첫눈에 반하는 편인가요, 천천히 스며드는 편인가요?",첫눈에 반한다는 게 가능하다고 생각하나요?,B. 패턴 기반 수정 권장,0.4284212944169492,재작성,,0.4528620963687236,0.5615259185507121,10.86638221819885
219,연인 존재 전제 (싱글은 답 불가),대상 확장,좋아하는 사람의 습관 중 귀엽게 느껴지는 것은 무엇인가요? 연인·가족·친구 누구든 좋아요.,사랑스럽게 느껴지는 사소한 습관은 무엇인가요?,B. 패턴 기반 수정 권장,0.4062796683278784,재작성,,0.4356995441952806,0.49880618278035327,6.310663858507265
228,연인 존재 전제,대상 확장,사랑하는 사람과 꼭 나눠보고 싶은 대화 주제는 무엇인가요?,깊은 대화를 나누고 싶은 주제는 무엇인가요?,B. 패턴 기반 수정 권장,0.4290931455310051,재작성,,0.42504801423224814,0.5004289270719979,7.538091283974979
231,'독특한 연애관' 전제,전제 제거,나의 연애관을 한 문장으로 표현하면?,연애에서 절대 양보 못 하는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3942508245673028,재작성,,0.4054965381302652,0.5264744152568596,12.097787712659436
245,연애 경험 전제,성향형 전환,사랑을 하면 나는 어떻게 달라지나요?,좋아하는 사람이 생기면 가장 먼저 변하는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4356995441952806,재작성,,0.4356995441952806,0.5264744152568596,9.077487106157895
247,하지 못한 말 전제 + 미련 부담,강도 완화,사랑하는 사람에게 더 자주 하고 싶은 말은 무엇인가요?,마음을 말로 표현하는 게 쉬운 편인가요?,B. 패턴 기반 수정 권장,0.4194662702417011,재작성,,0.43143123576749187,0.5047738272482979,7.334259148080601
566,경험 전제,성향형 전환,"처음엔 별로였다가 좋아지는 편인가요, 첫인상이 오래가는 편인가요?",시간이 지날수록 더 좋아지는 사람의 특징은 무엇인가요?,B. 패턴 기반 수정 권장,0.376435163801293,재작성,,0.376435163801293,0.5488804986237228,17.24453348224298
567,이번 주 + '몽글몽글' 경험 전제,기간 제거,마음이 몽글몽글해지는 순간은 언제인가요?,설렘을 느끼는 순간은 주로 언제인가요?,C. 유지·모니터링,0.4536605972403177,재작성,,0.47689766966130875,0.5221396663642305,4.524199670292173
1,요즘 (관측 6회 중 2회),최애형 전환,가장 좋아하는 색깔은 무엇인가요?,요즘 자꾸 눈이 가는 색깔은 무엇인가요?,C. 유지·모니터링,0.4015863250502647,재작성,,0.4132675220979502,0.5009614548047716,8.76939327068214
11,최근 + 새 시도 전제,기간 제거 + 희망형,새로 시도해서 재밌었던 일은 무엇인가요?,요즘 새로 해보고 싶은 일은 무엇인가요?,A. 교체·재작성 우선,0.3846290935248655,재작성,,0.3999898753285161,0.49684939865935546,9.685952333083936
17,여행 전제,대상 확장,새로운 곳에 가면 꼭 해보는 것은 무엇인가요?,"여행 가면 맛집파인가요, 관광지파인가요?",B. 패턴 기반 수정 권장,0.4019188545393709,재작성,,0.4307167854454558,0.4857576518655106,5.504086642005484
18,독서 전제 (관측 9회 중 4회),대상 확장,책·영화·드라마를 고를 때 가장 먼저 보는 것은 무엇인가요?,,B. 패턴 기반 수정 권장,0.4250701270769823,재작성,특정 활동 전제,0.42009638424592105,0.4053533107286375,-1.4743073517283545
21,'혼자 발견한 풍경' 전제,출구 제공,좋아하는 풍경은 어떤 풍경인가요?,나만 알고 싶은 장소가 있나요? 없다면 가보고 싶은 풍경을 알려주세요.,B. 패턴 기반 수정 권장,0.3826452343234901,재작성,,0.404474579670617,0.5009614548047716,9.64868751341546
25,맛집 전제 (관측 7회 중 2회),최애형 전환,자주 가는 단골 가게는 어디인가요?,가장 좋아하는 음식점은 어떤 곳인가요?,B. 패턴 기반 수정 권장,0.3987547304592067,재작성,,0.42132549679351977,0.498788935790089,7.746343899656921
31,전제형 (관측 6회 중 3회),경미 수정,좋아하는 목소리나 말투는 어떤 느낌인가요?,,B. 패턴 기반 수정 권장,0.4292094166551011,경미 수정,,0.417093922046427,0.4901001371322537,7.3006215085826724
32,오래된 물건 전제,경미 수정,오래 간직하고 있는 물건은 무엇인가요?,"버리지 못하는 물건이 있다면, 왜 버리지 못하나요?",B. 패턴 기반 수정 권장,0.4007965176266355,경미 수정,,0.40656953013034164,0.49444411696675605,8.787458683641441
40,전제형 (관측 8회 중 5회 양호),유지,(유지) 수집하고 싶은 물건이 있다면 무엇인가요?,,B. 패턴 기반 수정 권장,0.4247710077207905,유지,경험 전제형(~있다면/~적 있),0.37907993485327984,0.37907993485327984,0.0
301,최근 구매 전제,기간 제거,꼭 필요하진 않지만 사고 싶은 물건은 무엇인가요?,충동구매하기 쉬운 물건은 무엇인가요?,B. 패턴 기반 수정 권장,0.399545323913085,재작성,,0.3937496865434946,0.48141731584320374,8.766762929970911
309,전제형 (관측 6회 중 5회 양호),유지,"(유지) 언젠가 살아보고 싶은 곳이 있다면, 어디인가요?",,B. 패턴 기반 수정 권장,0.4330598034540123,유지,경험 전제형(~있다면/~적 있),0.36455476275360493,0.36455476275360493,0.0
320,전제형,경미 수정,힘들 때 찾게 되는 곳은 어디인가요?,마음이 편해지는 장소는 어디인가요?,B. 패턴 기반 수정 권장,0.4186008671211627,경미 수정,,0.4497780084620572,0.527702233450185,7.792422498812779
327,전제형 (관측 8회 중 5회 양호),유지,(유지) 유독 마음이 끌리는 외국어가 있다면 무엇인가요?,,B. 패턴 기반 수정 권장,0.418137876140641,유지,경험 전제형(~있다면/~적 있),0.3709331618422942,0.3709331618422942,0.0
328,수집 습관 전제,출구 제공,모으고 있는 물건이 있나요? 없다면 자꾸 사게 되는 물건을 알려주세요.,"수집하는 게 있다면 무엇이고, 없다면 모아보고 싶은 것은 무엇인가요?",A. 교체·재작성 우선,0.364026544040856,재작성,경험 전제형(~있다면/~적 있),0.3770366358195133,0.3178838319541627,-5.91528038653506
334,이번 주 (관측 7회 중 3회),기간 확장,요즘 가장 꽂혀 있는 키워드는 무엇인가요?,,B. 패턴 기반 수정 권장,0.408229842181616,재작성,,0.4041682410944147,0.4048650955317959,0.06968544373812113
336,오늘 + 복잡한 마음 전제,시점 중립화,복잡한 마음을 잠시 쉬게 해주는 것은 무엇인가요?,머리를 비우고 싶을 때 하는 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.2805523163737412,재작성,,0.28855486397228425,0.48141731584320374,19.28624518709195
661,여행 전제 (양자택일로는 무난),경미 수정,여러 곳을 돌아보는 여행과 한 곳에 머무는 여행 중 뭐가 더 끌리나요?,,B. 패턴 기반 수정 권장,0.4421402605421446,경미 수정,특정 활동 전제,0.46076208392170503,0.46508320835721495,0.43211244355099154
662,여행 전제 (양자택일로는 무난),유지,(유지) 전액 지원 세계 여행과 현금 4천만 원 중 뭐가 더 마음이 가나요?,,B. 패턴 기반 수정 권장,0.438835828194405,유지,특정 활동 전제,0.4694095804816246,0.4694095804816246,0.0
668,특정 활동 오탐 (관측 8회 중 4회),유지,(유지) 전기·인터넷 같은 기술을 포기하는 것과 영화·TV·책 같은 오락을 포기하는 것 중 뭐가 덜 아쉬운가요?,,B. 패턴 기반 수정 권장,0.4189825542195094,유지,특정 활동 전제,0.40049485183156536,0.40049485183156536,0.0
549,오탈자: '바꾸 수 있다면',오류 수정,"내가 자란 환경에서 바꿀 수 있다면, 무엇을 바꾸고 싶나요?",,C. 유지·모니터링,0.3465684610553774,오류 수정,,0.327929809054987,0.32411087599711547,-0.38189330578715097
3,'있다면' 전제 (노래를 골라둔 사람만 답할 수 있음),전제 제거,비 오는 날 듣고 싶어지는 노래는 무엇인가요?,비 오는 날 떠오르는 노래나 분위기는 어떤 건가요?,B. 패턴 기반 수정 권장,0.4474002604309379,재작성,,0.4128745241902541,0.4857576518655106,7.288312767525651
874,#871과 완전히 같은 문구 (중복 노출),중복 제거 → 부족한 형식으로 교체,조금씩 나아지는 삶과 크게 도약하는 삶 중 뭐가 더 나다운가요?,(비활성화) 새 질문 없이 중복만 제거,C. 유지·모니터링,0.489775517218401,재작성,,0.4891922255800514,0.4978806448270158,0.8688419246964396
875,#872와 완전히 같은 문구 (중복 노출),중복 제거 → 부족한 형식으로 교체,혼자 정하는 것과 함께 정하는 것 중 뭐가 더 마음 편한가요?,(비활성화) 새 질문 없이 중복만 제거,C. 유지·모니터링,0.4756253634029591,재작성,,0.4891922255800514,0.5000531547021289,1.0860929122077478
5,오탈자: '바뀌 때' + '있다면' 전제,오류 수정 + 전제 제거,계절이 바뀔 때 떠오르는 냄새는 무엇인가요?,"계절이 바뀔 때 기억나는 냄새가 있다면, 어떤 냄새인가요?",비활성,0.4131004155840852,오류 수정,,0.4131004155840852,0.4879286667348446,7.482825115075936
163,오탈자: '사귀 때',오류 수정,친구를 사귈 때 가장 중요하게 보는 점은 무엇인가요?,,C. 유지·모니터링,0.3677068986199598,오류 수정,,0.3781954663015714,0.3436331348384271,-3.45623314631443
289,오탈자: '옮고 그름',오류 수정,내가 가장 중요하게 생각하는 옳고 그름의 기준은 무엇인가요?,,C. 유지·모니터링,0.4498124533909258,오류 수정,,0.4754735893616088,0.4754735893616088,0.0
